,Course_Group,Mode_Group,pre_q_group,ord_group,Mq_Group,Fq_Group,Mo_Group,Fo_Group,Previous qualification (grade),Admission grade,Displaced,Debtor,Gender,Scholarship holder,Age at enrollment,Marital status,Daytime/evening attendance	,Tuition fees up to date,Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),notpass_1,notpass_2,Target
3981,Mid2,High,1,0.0,Mid,Mid,Mid1,Mid1,151.0,144.5,1,0,0,0,18,1,1,1,6,15.666666666666666,6,14.833333333333334,0,0,Graduate
3982,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,131.0,125.4,1,0,0,0,19,1,1,1,5,12.5,7,12.166666666666666,2,1,Graduate
3983,High,Mid,1,0.0,High,High,Mid2,Mid2,145.0,145.0,0,0,0,1,19,1,1,1,6,12.833333333333334,6,13.166666666666666,0,0,Graduate
3984,Mid1,Low,1,0.0,High,High,Mid2,Mid2,135.0,138.1,0,1,0,0,28,1,1,0,0,0.0,0,0.0,6,6,Dropout
3985,Mid2,Mid,1,0.0,Mid,High,Mid2,Mid2,119.0,124.6,1,0,0,0,20,1,1,1,6,12.5,6,12.666666666666666,0,0,Graduate
3986,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,122.0,130.8,1,0,0,0,18,1,1,1,4,11.25,5,13.0,2,1,Graduate
3987,High,High,1,0.0,Mid,Mid,Mid2,Mid2,155.0,140.5,1,0,0,0,18,1,1,1,6,15.25,6,15.25,1,1,Graduate
3988,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,123.0,124.1,1,0,0,1,20,1,1,1,5,14.0,3,12.0,0,2,Graduate
3989,High,Mid,1,0.0,High,Mid,Mid2,Mid1,130.0,118.4,0,1,0,0,28,1,1,1,13,12.076923076923077,11,12.090909090909092,3,2,Graduate
3990,Low,High,1,0.0,Mid,Mid,High,High,133.1,128.2,0,0,0,0,23,1,1,1,16,14.625,9,14.88888888888889,0,1,Graduate
3991,Low,High,1,0.0,Mid,Mid,Mid2,Mid2,114.0,109.5,1,0,0,0,19,1,1,1,4,10.5,2,10.5,3,5,Dropout
3992,High,Mid,1,0.0,High,Mid,High,High,137.0,131.1,1,0,0,1,18,1,1,1,6,12.833333333333334,6,12.166666666666666,0,0,Graduate
3993,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,161.0,137.9,0,1,0,1,20,1,1,0,6,12.5,5,11.8,0,1,Graduate
3994,Mid1,High,1,0.0,Mid,Mid,Mid1,Mid1,133.1,128.2,1,0,0,0,20,1,1,1,12,11.23076923076923,9,12.77777777777778,0,2,Graduate
3995,Low,Low,1,0.0,Mid,Mid,Mid2,Mid2,133.1,126.5,0,0,0,0,27,2,0,1,2,10.5,0,0.0,3,5,Dropout
3996,Low,High,1,0.0,Mid,Mid,Mid2,Mid2,128.0,120.0,1,0,0,0,18,1,1,1,3,12.0,2,12.0,3,4,Dropout
3997,Mid1,Low,0,,Mid,Mid,Mid2,Mid2,133.1,123.0,0,0,0,1,37,4,1,1,7,10.985714285714286,8,12.3,0,0,Graduate
3998,High,Low,1,,Mid,Mid,Mid2,Mid2,130.0,130.0,0,0,0,0,42,4,1,0,5,12.62,3,14.166666666666666,2,4,Dropout
3999,High,Mid,1,0.0,Mid,High,Mid2,Mid2,147.0,141.1,1,0,0,0,20,1,1,1,6,13.0,8,14.2125,1,0,Dropout
4000,Low,Low,1,0.0,Low,Low,Mid2,Mid2,140.0,140.0,0,0,1,0,34,2,1,0,0,0.0,0,0.0,5,5,Dropout
4001,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid1,140.0,133.6,1,0,1,0,22,1,1,1,0,0.0,0,0.0,5,5,Dropout
4002,Mid1,Low,0,,Mid,Mid,Mid2,Mid2,133.1,123.5,0,0,1,0,39,2,1,1,6,13.5,6,13.333333333333334,0,0,Graduate
4003,High,High,1,0.0,Mid,Mid,Mid2,Mid2,141.0,136.3,1,0,1,1,18,1,1,1,6,13.516666666666666,6,13.516666666666666,1,1,Graduate
4004,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,128.0,123.5,1,0,1,1,21,1,1,1,6,13.166666666666666,6,13.285714285714286,0,0,Graduate
4005,Mid2,Low,1,0.0,Mid,Mid,Low,Mid2,150.0,112.0,0,0,1,0,34,2,1,1,0,0.0,0,0.0,6,6,Dropout
4006,Mid1,Mid,1,,Mid,Mid,Mid2,Mid2,160.0,160.0,0,0,1,1,22,1,1,1,6,13.125,6,13.0,0,0,Graduate
4007,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid2,133.1,110.0,0,0,1,0,31,1,1,1,3,14.4,0,0.0,3,6,Dropout
4008,Low,Mid,1,0.0,High,Mid,Mid2,Mid2,128.0,116.8,1,0,1,0,19,1,1,0,4,12.0,0,0.0,2,6,Dropout
4009,Mid1,Mid,1,0.0,High,Mid,Mid2,Mid2,114.0,109.5,0,0,1,0,19,1,1,1,0,0.0,0,0.0,5,5,Dropout
4010,Mid1,Low,0,,Mid,Mid,Mid2,Mid2,133.1,100.0,0,0,1,0,31,1,1,1,0,0.0,0,0.0,7,7,Dropout
4012,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid2,133.1,130.0,0,0,0,0,30,2,1,1,0,0.0,0,0.0,6,6,Dropout
4013,High,Mid,1,0.0,Mid,High,Mid2,Mid2,129.0,137.8,1,0,0,1,20,1,1,1,7,16.13142857142857,8,15.52222222222222,0,0,Graduate
4014,High,Mid,1,0.0,Mid,High,Mid2,Mid2,140.0,136.5,1,0,0,1,18,1,1,1,7,14.838571428571427,8,14.8,0,0,Graduate
4015,Low,Low,1,0.0,Mid,Mid,Mid2,Mid2,133.1,138.7,0,0,0,0,31,4,0,1,3,10.333333333333334,3,12.0,2,2,Dropout
4016,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid1,134.0,124.9,1,0,0,0,19,1,1,1,3,12.0,4,11.25,3,2,Dropout
4017,Mid2,Low,1,0.0,Mid,Mid,Mid2,Mid2,133.1,140.0,0,0,0,1,43,4,0,1,0,0.0,0,0.0,6,5,Dropout
4018,Mid1,Mid,1,0.0,High,High,Mid2,Mid2,132.0,122.6,1,0,0,1,20,1,1,1,6,13.166666666666666,6,14.0,0,0,Graduate
4019,High,High,1,0.0,Mid,Mid,Mid2,Mid2,131.0,129.5,1,0,0,1,19,1,1,1,8,13.9475,8,13.9475,0,0,Graduate
4020,Mid1,High,1,0.0,Mid,Mid,Mid1,Mid2,133.1,155.0,0,0,0,0,22,1,1,1,3,11.333333333333334,0,0.0,2,5,Dropout
4021,Mid2,High,1,0.0,Mid,Mid,Mid1,Mid2,133.1,100.0,0,0,0,0,26,1,0,1,7,12.75,7,12.285714285714286,1,0,Graduate
4022,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,160.0,137.6,1,0,0,1,19,1,1,1,5,12.6,5,11.25,0,0,Graduate
4023,High,Low,0,1.0,Mid,Mid,Mid2,Mid1,120.0,120.0,1,0,0,0,29,1,1,1,6,12.25,6,12.25,2,2,Dropout
4026,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid2,100.0,110.0,0,0,0,0,41,1,1,1,12,11.833333333333334,9,12.7,0,3,Graduate
4027,High,High,1,0.0,Mid,High,Mid2,Mid2,139.0,128.5,1,0,0,0,19,1,1,1,6,13.066666666666668,6,13.066666666666668,2,2,Dropout
4028,Mid2,High,1,0.0,Mid,High,Mid2,Mid2,136.0,132.2,0,1,0,0,19,1,1,1,6,13.833333333333334,6,13.875,0,0,Graduate
4029,High,Low,0,1.0,Mid,Mid,Mid1,Mid2,130.0,130.0,0,0,0,0,43,4,1,1,3,13.833333333333334,0,0.0,4,7,Dropout
4030,Low,Mid,1,0.0,High,Mid,Mid2,Mid2,145.0,129.3,1,0,0,0,19,1,1,1,5,11.8,5,13.2,0,0,Graduate
4032,High,High,1,0.0,Mid,Mid,Mid2,Mid2,146.0,130.3,1,0,1,0,18,1,1,1,8,13.74625,8,13.74625,0,0,Graduate
4033,Mid1,High,1,0.0,Mid,Mid,Mid1,Mid1,159.0,162.5,1,0,1,0,19,1,1,1,0,0.0,0,0.0,0,0,Dropout
4034,Mid2,Low,0,,Low,Low,Low,Low,133.1,130.0,0,0,1,0,38,2,0,1,0,0.0,0,0.0,6,6,Dropout
4035,Low,Low,0,1.0,Mid,Mid,Mid2,Mid2,110.0,110.0,1,0,1,0,37,2,1,1,0,0.0,0,0.0,6,6,Dropout
4036,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid2,120.0,142.3,1,0,0,1,26,1,1,1,6,13.333333333333334,5,14.5,0,1,Graduate
4038,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,158.0,153.6,1,0,0,1,18,1,1,1,6,15.666666666666666,6,15.285714285714286,0,0,Graduate
4039,Low,High,1,0.0,Mid,Mid,Mid1,Mid2,122.0,112.9,0,0,0,0,18,1,1,1,7,11.857142857142858,7,11.857142857142858,0,0,Graduate
4040,Mid2,High,1,0.0,Mid,Mid,Mid1,Mid1,140.0,124.1,0,0,0,0,18,1,1,1,5,14.5,5,13.6,0,0,Graduate
4041,High,Mid,1,0.0,High,Mid,Mid2,Mid1,136.0,129.7,0,0,0,0,19,1,1,1,6,12.166666666666666,6,13.714285714285714,0,0,Graduate
4042,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,111.0,110.0,1,0,0,0,18,1,1,1,5,12.6,6,12.0,1,0,Graduate
4044,High,Mid,1,0.0,High,High,High,High,133.1,146.0,0,1,0,1,19,1,1,1,6,12.666666666666666,6,13.0,0,0,Graduate
4045,High,High,1,0.0,Mid,High,Mid2,Mid2,140.0,129.9,0,0,0,0,19,1,1,1,0,0.0,0,0.0,7,8,Dropout
4046,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,140.0,140.9,1,0,0,1,18,1,1,1,6,12.857142857142858,4,13.0,0,2,Graduate
4047,High,High,1,0.0,Mid,Mid,Mid2,Mid2,156.0,135.5,0,0,0,0,18,2,1,1,7,13.9,7,13.9,1,1,Graduate
4048,High,High,1,0.0,High,Mid,Mid2,Mid2,132.0,122.0,1,0,0,1,20,1,1,1,7,13.817142857142857,7,13.817142857142857,1,1,Graduate
4049,Mid1,High,1,,Mid,Mid,Mid2,Mid2,140.0,140.0,0,0,0,1,22,1,1,1,6,13.314285714285717,7,12.875,1,1,Graduate
4050,Low,High,1,0.0,Low,Mid,Low,Low,164.0,163.0,0,0,0,0,18,1,1,1,0,0.0,0,0.0,6,6,Dropout
4051,Mid1,Mid,1,0.0,High,Mid,Mid2,Mid2,113.0,107.4,1,0,0,1,19,1,1,1,6,12.166666666666666,6,12.166666666666666,0,0,Graduate
4052,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,122.0,114.3,1,0,0,1,20,1,1,0,4,11.25,3,11.333333333333334,2,3,Dropout
4054,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,135.0,126.3,1,0,0,1,20,1,1,1,6,14.666666666666666,6,14.571428571428571,0,0,Graduate
4055,Mid2,Low,1,0.0,Mid,Mid,Mid1,Mid2,133.1,110.0,0,0,0,0,28,1,1,1,4,12.0,4,12.0,2,2,Dropout
4056,Mid2,High,1,0.0,Mid,Mid,High,High,122.0,126.2,0,0,0,0,19,1,1,1,6,14.0,3,12.666666666666666,0,3,Graduate
4058,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid1,138.0,123.0,1,0,0,0,19,1,1,1,6,15.538461538461538,6,12.625,0,0,Graduate
4059,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,130.0,157.0,1,0,0,0,18,1,1,0,0,0.0,0,0.0,6,6,Dropout
4060,Low,High,1,0.0,Mid,High,Mid1,Mid1,157.0,149.7,1,0,0,0,18,1,1,1,6,15.0,6,14.833333333333334,0,0,Graduate
4061,Low,Mid,1,0.0,Mid,Mid,Mid1,Mid2,140.0,140.0,1,0,0,0,22,1,1,1,4,12.25,5,13.285714285714286,1,0,Graduate
4062,Mid2,High,1,,Mid,Mid,Mid2,Mid2,170.0,170.0,0,0,0,0,20,1,1,1,11,15.692307692307692,9,15.555555555555555,0,0,Graduate
4063,Low,Low,1,0.0,Mid,Mid,Mid2,Mid2,150.0,130.2,0,0,0,1,24,1,0,1,5,12.285714285714286,5,12.75,0,0,Graduate
4066,Mid1,High,1,0.0,Mid,High,Mid2,Mid2,118.0,116.3,1,0,0,1,20,1,1,1,7,11.88888888888889,8,11.95625,0,0,Graduate
4067,Mid2,Low,0,1.0,High,Mid,Mid2,Mid2,120.0,120.0,0,0,0,0,35,2,0,0,0,0.0,0,0.0,6,6,Dropout
4068,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,154.0,154.7,0,0,0,1,18,1,1,1,5,11.8,5,12.6,0,0,Graduate
4069,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,139.0,132.7,1,0,0,0,19,1,1,1,6,11.166666666666666,6,11.666666666666666,0,0,Graduate
4070,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,136.0,130.8,0,0,0,0,18,1,1,1,7,14.05714285714286,8,14.6,0,0,Graduate
4071,Mid1,High,1,0.0,Mid,High,Mid2,Mid2,130.0,122.7,1,0,0,0,18,1,1,1,4,11.75,4,10.0,2,2,Dropout
4073,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,133.0,123.6,0,0,0,1,19,1,1,1,6,13.5,6,14.0,0,0,Graduate
4074,High,Mid,1,0.0,High,Mid,Mid2,Mid2,143.0,116.5,1,0,0,1,20,1,1,1,7,12.625,8,13.0625,0,0,Graduate
4075,Mid2,Mid,1,0.0,Mid,High,Mid2,Mid2,117.0,111.1,0,0,0,0,21,1,1,1,0,0.0,0,0.0,6,6,Dropout
4076,High,High,1,0.0,Mid,High,Mid2,Mid2,145.0,136.3,1,0,0,1,18,1,1,1,7,13.971428571428572,7,13.971428571428572,1,1,Graduate
4077,Mid2,High,1,0.0,Low,Mid,Mid2,Mid2,134.0,129.8,1,0,0,0,18,1,1,1,2,11.0,0,0.0,4,6,Dropout
4078,Low,Low,1,0.0,High,Mid,Mid2,Mid2,170.0,134.7,0,0,0,0,33,2,0,1,5,12.8,5,15.333333333333334,0,0,Graduate
4080,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,140.0,126.8,1,0,0,1,18,1,1,0,0,0.0,0,0.0,0,0,Dropout
4083,Low,Low,0,1.0,Mid,Mid,Mid1,Mid2,130.0,133.9,0,0,0,0,28,1,0,1,5,13.714285714285714,5,13.142857142857142,0,0,Graduate
4084,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid2,130.0,109.9,0,0,0,0,29,2,1,0,0,0.0,0,0.0,4,5,Dropout
4085,Low,Mid,1,,Mid,Mid,Mid2,Mid2,160.0,160.0,1,1,0,0,36,1,1,0,6,12.0,3,14.666666666666666,0,3,Dropout
4086,Mid2,Low,0,,Mid,Mid,Mid2,Mid2,133.1,106.5,0,0,0,1,32,1,0,1,6,12.666666666666666,6,13.333333333333334,0,0,Graduate
4089,Mid2,Mid,0,,Low,Low,Low,Low,133.1,100.0,0,0,0,0,34,2,0,0,3,12.0,1,13.0,4,6,Dropout
4090,Mid2,Low,1,0.0,Low,Low,Low,Low,150.0,112.5,0,0,0,0,33,2,0,1,5,11.4,6,11.166666666666666,1,0,Graduate
4091,Low,Mid,1,0.0,Mid,High,Mid2,Mid2,140.0,135.5,0,1,0,0,29,1,0,0,2,13.25,3,12.6,3,2,Dropout
4092,High,High,1,0.0,Mid,Mid,Mid2,Mid2,145.0,145.0,0,0,0,0,18,1,1,1,6,13.861666666666666,0,0.0,1,8,Dropout
4093,Mid2,High,1,0.0,Mid,High,Mid2,Mid2,126.0,119.0,0,0,0,1,18,1,1,1,6,12.166666666666666,6,12.142857142857142,0,0,Graduate
4094,High,Low,0,1.0,Mid,Mid,Mid2,Mid2,130.0,130.0,0,0,0,0,38,2,1,1,4,13.75,6,14.5,2,0,Graduate
4095,High,High,1,0.0,High,Mid,Mid2,Mid2,135.0,126.3,1,0,0,1,19,1,1,1,6,15.433333333333332,6,15.433333333333332,1,1,Graduate
4096,Mid2,Low,0,,Mid,Mid,Mid2,Mid2,133.1,113.5,0,0,0,1,39,4,0,1,6,13.833333333333334,6,15.5,0,0,Graduate
4097,Low,Mid,0,1.0,Mid,Mid,Mid2,Mid2,120.0,120.0,0,0,0,0,37,1,0,1,12,11.833333333333334,11,11.363636363636363,2,1,Graduate
4098,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid2,120.0,111.3,1,0,0,0,32,1,1,1,0,0.0,0,0.0,7,8,Dropout
4099,High,Mid,1,0.0,High,Low,Mid2,Low,147.0,130.2,0,0,0,0,18,1,1,1,0,0.0,0,0.0,1,6,Dropout
4101,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,124.0,113.9,1,0,0,0,20,1,1,1,6,11.166666666666666,6,12.166666666666666,0,0,Graduate
4102,Mid2,Mid,1,0.0,Mid,Mid,Mid2,Mid2,133.1,99.0,1,0,0,1,23,1,1,1,6,14.666666666666666,6,12.428571428571429,0,0,Graduate
4104,High,High,1,0.0,Mid,High,Mid2,Mid2,141.0,138.9,0,0,0,0,18,1,1,1,6,13.714285714285714,6,14.166666666666666,0,0,Graduate
4105,Mid1,High,1,0.0,High,Mid,Mid2,Mid2,131.0,130.0,1,0,1,0,19,1,1,1,5,12.8,5,11.444444444444445,0,0,Graduate
4106,Mid2,Mid,1,0.0,Mid,High,Mid2,Mid2,118.0,120.8,1,0,0,0,20,1,1,1,4,13.25,5,11.8,2,1,Graduate
4107,High,High,1,0.0,Mid,Mid,Mid2,Mid2,129.0,127.8,1,0,0,0,19,1,1,1,6,13.78,6,13.78,2,2,Dropout
4108,High,Mid,1,0.0,Mid,High,Mid2,Mid2,136.0,126.0,1,0,0,0,19,1,1,1,7,15.11,7,15.11,1,1,Graduate
4109,High,High,1,0.0,Mid,Mid,Mid2,Mid2,134.0,126.0,0,0,0,0,18,1,1,1,4,11.0,5,11.2,2,1,Graduate
4110,High,High,1,0.0,High,Mid,Mid2,Mid2,153.0,138.5,1,0,0,1,20,1,1,1,7,15.798571428571426,7,15.798571428571426,1,1,Graduate
4111,High,High,1,0.0,Mid,Mid,Mid2,Mid2,119.0,119.4,1,0,0,0,20,1,1,1,7,13.775714285714288,8,15.599999999999998,0,0,Graduate
4112,High,Low,1,0.0,High,Mid,Mid2,Mid2,140.0,101.5,1,0,0,0,24,4,1,1,7,12.16,7,12.16,1,1,Graduate
4113,Mid1,Low,1,0.0,High,Mid,Mid2,Mid2,133.1,101.5,1,0,0,0,24,4,1,1,0,0.0,0,0.0,7,7,Dropout
4114,Mid2,Mid,1,0.0,Mid,Mid,Mid1,Mid2,130.0,126.2,1,0,0,0,20,1,1,1,6,14.333333333333334,6,15.5,0,0,Graduate
4117,High,High,1,0.0,Mid,Mid,Mid2,Mid2,146.0,129.3,0,0,0,0,18,1,1,1,7,14.2,7,14.2,1,1,Graduate
4118,Mid2,High,1,0.0,Mid,Mid,Mid2,Mid2,119.0,113.1,1,0,0,0,21,1,1,1,5,12.2,5,13.2,0,0,Graduate
4119,Low,Mid,1,0.0,Mid,High,Mid2,Mid2,160.0,144.3,1,0,0,0,18,1,1,1,4,13.0,5,13.666666666666666,2,1,Graduate
4120,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,144.0,141.0,1,0,0,1,19,1,1,1,7,12.485714285714286,7,12.485714285714286,1,1,Graduate
4121,Mid2,Low,1,,Mid,Mid,Mid2,Mid1,130.0,130.0,1,0,0,0,22,1,1,1,6,17.0,6,16.285714285714285,0,0,Graduate
4122,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,122.0,117.5,1,0,0,0,19,1,1,1,5,10.8,6,10.166666666666666,1,0,Graduate
4123,High,High,1,0.0,Mid,Mid,Mid2,Mid2,153.0,131.8,1,0,0,0,18,1,1,1,6,14.716666666666669,6,14.716666666666669,1,1,Graduate
4127,Mid2,High,1,0.0,High,High,Mid2,Mid1,133.0,135.5,0,0,0,0,34,1,0,1,6,12.333333333333334,6,11.666666666666666,0,0,Graduate
4128,Mid2,Mid,1,0.0,High,High,Mid2,Mid2,118.0,112.4,1,0,0,0,19,1,1,1,6,15.307692307692308,6,13.875,6,4,Graduate
4129,High,High,1,0.0,Mid,Mid,Mid2,Mid2,137.0,130.8,1,0,0,1,18,1,1,1,6,12.666666666666666,6,12.666666666666666,1,1,Graduate
4130,High,High,1,0.0,Mid,Mid,Mid2,Mid2,143.0,131.6,1,0,0,1,19,1,1,1,7,14.368,8,14.44875,0,0,Graduate
4131,High,Low,1,0.0,Mid,Mid,Mid1,Mid1,123.0,140.8,0,0,0,0,25,1,1,1,7,12.084285714285716,7,12.084285714285716,1,1,Graduate
4134,High,High,1,0.0,Low,High,Mid2,Mid2,142.0,127.3,0,0,0,1,18,1,1,1,4,11.0,6,11.5,2,0,Graduate
4135,Mid2,High,1,0.0,High,High,Mid2,Mid2,115.0,115.0,1,0,0,0,28,1,0,1,5,12.8,5,11.0,1,1,Graduate
4136,High,Mid,1,0.0,Mid,High,Mid2,Mid2,131.0,118.8,0,0,0,1,18,5,1,1,7,11.857142857142858,7,11.857142857142858,1,1,Graduate
4137,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid2,130.0,125.0,0,0,0,0,41,2,1,1,6,12.285714285714286,5,13.0,0,1,Graduate
4138,Low,Mid,1,0.0,Mid,Mid,Mid2,Low,133.1,111.5,0,0,0,0,18,1,1,1,3,12.333333333333334,4,13.5,3,2,Dropout
4139,High,Mid,1,0.0,High,Mid,Mid2,Mid2,134.0,124.2,0,0,0,1,21,1,1,1,4,11.25,4,11.4,2,2,Graduate
4140,High,Low,1,,Low,Low,Low,Low,130.0,130.0,0,1,0,0,41,4,1,1,0,0.0,0,0.0,6,6,Dropout
4141,Mid2,Low,0,1.0,Mid,Low,Mid1,Mid1,133.1,120.0,1,0,0,0,32,1,1,1,2,16.0,1,16.0,1,2,Dropout
4142,Mid2,Mid,0,,Low,Low,Low,Low,114.0,110.0,0,0,0,0,29,1,0,1,6,11.666666666666666,6,11.0,0,0,Graduate
4145,High,High,1,0.0,Mid,Mid,Mid1,Mid2,133.1,101.0,0,0,0,0,21,1,1,1,0,0.0,0,0.0,6,6,Dropout
4146,High,Low,0,,Mid,High,Mid2,Mid2,133.1,120.9,1,0,0,0,39,2,1,1,4,12.0,4,12.5625,3,3,Dropout
4149,High,Mid,1,0.0,High,Mid,Mid2,Mid2,139.0,146.5,0,0,0,0,21,1,1,1,12,13.417391304347827,12,13.417391304347827,2,2,Graduate
4150,Mid2,High,1,0.0,Low,Mid,Low,Mid2,159.0,160.1,1,0,0,0,18,1,1,1,6,15.166666666666666,6,14.857142857142858,0,0,Graduate
4151,Mid1,Low,1,0.0,Mid,Mid,Mid2,Mid2,140.0,150.0,0,1,0,0,34,1,1,1,5,13.833333333333334,5,12.5,1,1,Graduate
4152,Mid2,High,1,0.0,Low,Mid,Low,Low,140.0,135.8,1,0,0,0,18,1,1,1,5,13.333333333333334,4,14.8,0,1,Graduate
4154,Low,High,1,0.0,Mid,Mid,Mid2,Mid2,121.0,116.8,1,0,0,0,18,1,1,1,3,11.666666666666666,3,10.666666666666666,3,3,Dropout
4155,Mid2,High,1,0.0,Mid,Mid,Mid1,Mid2,124.0,113.9,1,0,0,0,19,1,1,1,5,15.0,6,13.428571428571429,1,0,Graduate
4157,Low,High,1,0.0,Mid,Mid,Mid1,Mid2,160.0,150.2,1,0,0,0,19,1,1,1,1,13.0,2,12.5,4,3,Dropout
4158,High,High,1,0.0,Mid,Mid,Mid2,Mid2,120.0,115.1,1,0,0,1,19,1,1,1,6,13.075,7,12.05,1,1,Graduate
4159,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,140.0,131.3,1,0,0,1,18,1,1,1,6,13.5,6,13.666666666666666,0,0,Graduate
4160,Low,Mid,1,,Mid,Mid,Mid2,Mid2,120.0,120.0,1,0,0,1,23,1,0,1,5,11.8,6,12.333333333333334,1,0,Graduate
4162,Low,Mid,1,0.0,Mid,Low,Low,Low,133.1,100.0,0,0,0,0,33,4,1,1,6,12.166666666666666,3,11.0,0,3,Dropout
4163,High,Mid,1,0.0,Mid,High,Mid2,Mid2,111.0,110.7,1,0,0,0,19,1,1,1,6,12.166666666666666,6,11.0,0,0,Graduate
4164,Mid1,Mid,1,0.0,Mid,High,Mid2,Mid2,140.0,143.4,1,0,0,0,21,1,1,1,0,0.0,0,0.0,0,0,Dropout
4165,High,High,1,0.0,Mid,Mid,Mid2,Mid2,125.0,115.9,0,0,0,0,18,1,1,1,7,13.557142857142855,8,13.2,0,0,Graduate
4167,Mid2,Mid,1,0.0,Mid,High,Mid2,Mid2,136.0,140.9,1,0,0,0,19,1,1,1,6,14.333333333333334,6,13.5,0,0,Graduate
4168,Mid2,High,1,0.0,Low,High,Low,Mid2,115.0,108.4,1,0,0,0,20,1,1,1,4,10.5,4,11.75,2,2,Graduate
4169,Mid2,High,1,0.0,Mid,Mid,Low,Mid2,116.0,114.3,1,0,0,0,20,1,1,1,0,0.0,0,0.0,4,4,Dropout
4173,High,High,1,0.0,Mid,Mid,Mid2,Mid2,124.0,116.5,1,0,0,1,20,1,1,1,7,14.093333333333332,8,15.0,0,0,Graduate
4174,High,High,1,0.0,Mid,Mid,Mid2,Mid2,163.0,155.0,0,0,0,1,21,1,1,1,6,13.333333333333334,6,13.166666666666666,0,0,Graduate
4175,High,Mid,1,0.0,High,Mid,Mid2,Mid2,137.0,129.3,1,0,0,0,19,1,1,1,7,12.071428571428571,7,12.071428571428571,1,1,Graduate
4176,Mid1,High,1,0.0,Mid,Mid,Mid2,Mid2,128.0,121.7,1,0,0,1,18,1,1,1,6,12.666666666666666,6,12.5,0,0,Graduate
4178,High,High,1,0.0,Mid,High,Mid2,Mid2,133.1,125.5,1,0,0,1,21,1,1,1,7,13.2,7,13.2575,0,1,Graduate
4179,High,Mid,1,0.0,Mid,Mid,Mid2,Mid2,148.0,131.9,1,0,0,1,18,1,1,1,7,14.15,8,14.51125,0,0,Graduate
4181,Low,Mid,1,0.0,Mid,Mid,Mid2,Mid2,110.0,107.7,0,1,0,0,28,1,1,0,0,0.0,0,0.0,6,5,Dropout
4182,Mid1,Low,1,0.0,Low,Low,Mid1,Mid1,133.1,115.5,0,0,0,0,36,1,1,1,5,12.2,3,11.4,2,4,Dropout
4183,Mid2,High,1,0.0,High,High,Mid2,Mid2,145.0,139.8,1,0,0,0,20,1,1,1,5,14.8,5,14.0,0,0,Graduate
4184,High,High,1,0.0,High,High,Low,Mid2,136.0,133.2,1,0,0,0,19,1,1,1,5,11.0,5,11.4,1,1,Graduate
4187,Mid2,Low,1,0.0,Mid,High,Mid2,Mid2,150.0,134.5,0,0,0,0,28,2,0,1,5,11.833333333333334,6,13.0,1,0,Graduate
4188,Mid1,High,1,0.0,Mid,Mid,Mid2,Low,112.0,110.6,0,0,0,0,20,1,1,1,4,11.75,5,11.8,1,0,Graduate
4189,Mid1,Mid,1,0.0,High,Mid,Mid1,Mid1,154.0,154.0,1,0,0,0,28,1,1,1,12,12.333333333333334,8,12.0,2,4,Graduate
4190,Low,Mid,1,,Mid,Mid,Mid2,Mid2,160.0,160.0,0,0,0,0,24,1,0,1,3,11.666666666666666,6,11.833333333333334,7,4,Dropout
4193,Mid1,Mid,1,0.0,Mid,Mid,Mid2,Mid1,141.0,127.7,0,0,0,1,18,1,1,1,6,11.285714285714286,4,13.5,0,2,Graduate
4194,Mid1,High,1,0.0,High,High,Mid2,Mid2,122.0,117.5,1,1,0,0,22,1,1,0,2,11.5,0,0.0,3,5,Dropout
